"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.21143 1679418 0.0 0.9796 1.0000 0.4074 0.9796 0.9796 1.0000 0.4074
0.21153 1679206 0.0 0.9796 1.0000 0.4074 0.9796 0.9796 1.0000 0.4074
0.21163 1678994 0.0 0.9796 1.0000 0.4074 0.9796 0.9796 1.0000 0.4074
0.21173 1678782 0.0 0.9795 1.0000 0.4074 0.9795 0.9795 1.0000 0.4074
0.21183 1678570 0.0 0.9795 1.0000 0.4074 0.9795 0.9795 1.0000 0.4074
0.21193 1678358 0.0 0.9795 1.0000 0.4074 0.9795 0.9795 1.0000 0.4074
0.21203 1678146 0.0 0.9795 1.0000 0.4074 0.9795 0.9795 1.0000 0.4074
0.21213 1677934 0.0 0.9794 1.0000 0.4074 0.9794 0.9794 1.0000 0.4074
0.21223 1677722 0.0 0.9794 1.0000 0.4074 0.9794 0.9794 1.0000 0.4074
0.21233 1677510 0.0 0.9794 1.0000 0.4074 0.9794 0.9794 1.0000 0.4074
0.21243 1677298 0.0 0.9794 1.0000 0.4074 0.9794 0.9794 1.0000 0.4074
0.21253 1677086 0.0 0.9793 1.0000 0.4074 0.9793 0.9793 1.0000 0.4074
0.21263 1676874 0.0 0.9793 1.0000 0.4074 0.9793 0.9793 1.0000 0.4074
0.21273 1676662 0.0 0.9793 1.0000 0.4074 0.9793 0.9793 1.0000 0.4074
0.21283 1676449 0.0 0.9793 1.0000 0.4074 0.9793 0.9793 1.0000 0.4074
0.21293 1676237 0.0 0.9793 1.0000 0.4074 0.9793 0.9793 1.0000 0.4074
0.21302 1676026 0.0 0.9792 1.0000 0.4074 0.9792 0.9792 1.0000 0.4074
0.21312 1675814 0.0 0.9792 1.0000 0.4074 0.9792 0.9792 1.0000 0.4074
0.21322 1675602 0.0 0.9792 1.0000 0.4074 0.9792 0.9792 1.0000 0.4074
0.21332 1675390 0.0 0.9792 1.0000 0.4074 0.9792 0.9792 1.0000 0.4074
0.21342 1675178 0.0 0.9791 1.0000 0.4074 0.9791 0.9791 1.0000 0.4074
0.21352 1674966 0.0 0.9791 1.0000 0.4073 0.9791 0.9791 1.0000 0.4073
0.21362 1674754 0.0 0.9791 1.0000 0.4073 0.9791 0.9791 1.0000 0.4073
0.21372 1674542 0.0 0.9791 1.0000 0.4073 0.9791 0.9791 1.0000 0.4073
0.21382 1674330 0.0 0.9790 1.0000 0.4073 0.9790 0.9790 1.0000 0.4073
0.21392 1674118 0.0 0.9790 1.0000 0.4073 0.9790 0.9790 1.0000 0.4073
0.21402 1673906 0.0 0.9790 1.0000 0.4073 0.9790 0.9790 1.0000 0.4073
0.21412 1673694 0.0 0.9790 1.0000 0.4073 0.9790 0.9790 1.0000 0.4073
0.21422 1673482 0.0 0.9789 1.0000 0.4073 0.9789 0.9789 1.0000 0.4073
0.21432 1673270 0.0 0.9789 1.0000 0.4073 0.9789 0.9789 1.0000 0.4073
0.21442 1673058 0.0 0.9789 1.0000 0.4073 0.9789 0.9789 1.0000 0.4073
0.21452 1672846 0.0 0.9789 1.0000 0.4073 0.9789 0.9789 1.0000 0.4073
0.21462 1672634 0.0 0.9788 1.0000 0.4073 0.9788 0.9788 1.0000 0.4073
0.21472 1672422 0.0 0.9788 1.0000 0.4073 0.9788 0.9788 1.0000 0.4073
0.21482 1672210 0.0 0.9788 1.0000 0.4073 0.9788 0.9788 1.0000 0.4073
0.21492 1671998 0.0 0.9788 1.0000 0.4073 0.9788 0.9788 1.0000 0.4073
0.21502 1671786 0.0 0.9788 1.0000 0.4073 0.9788 0.9788 1.0000 0.4073
0.21512 1671574 0.0 0.9787 1.0000 0.4069 0.9787 0.9787 1.0000 0.4069
0.21521 1671362 0.0 0.9787 1.0000 0.4066 0.9787 0.9787 1.0000 0.4066
0.21531 1671150 0.0 0.9787 1.0000 0.4062 0.9787 0.9787 1.0000 0.4062
0.21541 1670938 0.0 0.9787 1.0000 0.4061 0.9787 0.9787 1.0000 0.4061
0.21551 1670725 0.0 0.9786 1.0000 0.4061 0.9786 0.9786 1.0000 0.4061
0.21561 1670514 0.0 0.9786 1.0000 0.4061 0.9786 0.9786 1.0000 0.4061
0.21571 1670302 0.0 0.9786 1.0000 0.4061 0.9786 0.9786 1.0000 0.4061
0.21581 1670090 0.0 0.9786 1.0000 0.4061 0.9786 0.9786 1.0000 0.4061
0.21591 1669878 0.0 0.9785 1.0000 0.4061 0.9785 0.9785 1.0000 0.4061
0.21601 1669666 0.0 0.9785 1.0000 0.4061 0.9785 0.9785 1.0000 0.4061
0.21611 1669454 0.0 0.9785 1.0000 0.4061 0.9785 0.9785 1.0000 0.4061
0.21621 1669242 0.0 0.9785 1.0000 0.4061 0.9785 0.9785 1.0000 0.4061
0.21631 1669030 0.0 0.9784 1.0000 0.4061 0.9784 0.9784 1.0000 0.4061
0.21641 1668818 0.0 0.9784 1.0000 0.4061 0.9784 0.9784 1.0000 0.4061
0.21651 1668606 0.0 0.9784 1.0000 0.4061 0.9784 0.9784 1.0000 0.4061
0.21661 1668394 0.0 0.9784 1.0000 0.4061 0.9784 0.9784 1.0000 0.4061
0.21671 1668182 0.0 0.9783 1.0000 0.4061 0.9783 0.9783 1.0000 0.4061
0.21681 1667970 0.0 0.9783 1.0000 0.4061 0.9783 0.9783 1.0000 0.4061
0.21691 1667758 0.0 0.9783 1.0000 0.4061 0.9783 0.9783 1.0000 0.4061
0.21701 1667546 0.0 0.9783 1.0000 0.4061 0.9783 0.9783 1.0000 0.4061
0.21711 1667334 0.0 0.9783 1.0000 0.4061 0.9783 0.9783 1.0000 0.4061
0.21721 1667122 0.0 0.9782 1.0000 0.4061 0.9782 0.9782 1.0000 0.4061
0.21731 1666910 0.0 0.9782 1.0000 0.4061 0.9782 0.9782 1.0000 0.4061
0.21740 1666698 0.0 0.9782 1.0000 0.4061 0.9782 0.9782 1.0000 0.4061
0.21750 1666486 0.0 0.9782 1.0000 0.4061 0.9782 0.9782 1.0000 0.4061
0.21760 1666274 0.0 0.9781 1.0000 0.4061 0.9781 0.9781 1.0000 0.4061
0.21770 1666062 0.0 0.9781 1.0000 0.4061 0.9781 0.9781 1.0000 0.4061
0.21780 1665850 0.0 0.9781 1.0000 0.4061 0.9781 0.9781 1.0000 0.4061
0.21790 1665638 0.0 0.9781 1.0000 0.4061 0.9781 0.9781 1.0000 0.4061
0.21800 1665426 0.0 0.9780 1.0000 0.4061 0.9780 0.9780 1.0000 0.4061
0.21810 1665213 0.0 0.9780 1.0000 0.4061 0.9780 0.9780 1.0000 0.4061
0.21820 1665001 0.0 0.9780 1.0000 0.4061 0.9780 0.9780 1.0000 0.4061
0.21830 1664790 0.0 0.9780 1.0000 0.4061 0.9780 0.9780 1.0000 0.4061
0.21840 1664578 0.0 0.9779 1.0000 0.4061 0.9779 0.9779 1.0000 0.4061
0.21850 1664366 0.0 0.9779 1.0000 0.4061 0.9779 0.9779 1.0000 0.4061
0.21860 1664154 0.0 0.9779 1.0000 0.4061 0.9779 0.9779 1.0000 0.4061
0.21870 1663942 0.0 0.9779 1.0000 0.4061 0.9779 0.9779 1.0000 0.4061
0.21880 1663730 0.0 0.9778 1.0000 0.4061 0.9778 0.9778 1.0000 0.4061
0.21890 1663518 0.0 0.9778 1.0000 0.4061 0.9778 0.9778 1.0000 0.4061
0.21900 1663306 0.0 0.9778 1.0000 0.4061 0.9778 0.9778 1.0000 0.4061
0.21910 1663094 0.0 0.9778 1.0000 0.4061 0.9778 0.9778 1.0000 0.4061
0.21920 1662882 0.0 0.9777 1.0000 0.4061 0.9777 0.9777 1.0000 0.4061
0.21930 1662670 0.0 0.9777 1.0000 0.4057 0.9777 0.9777 1.0000 0.4057
0.21940 1662458 0.0 0.9777 1.0000 0.4056 0.9777 0.9777 1.0000 0.4056
0.21950 1662246 0.0 0.9777 1.0000 0.4055 0.9777 0.9777 1.0000 0.4055
0.21959 1662034 0.0 0.9776 1.0000 0.4055 0.9776 0.9776 1.0000 0.4055
0.21969 1661822 0.0 0.9776 1.0000 0.4055 0.9776 0.9776 1.0000 0.4055
0.21979 1661610 0.0 0.9776 1.0000 0.4055 0.9776 0.9776 1.0000 0.4055
0.21989 1661398 0.0 0.9776 1.0000 0.4055 0.9776 0.9776 1.0000 0.4055
0.21999 1661186 0.0 0.9775 1.0000 0.4055 0.9775 0.9775 1.0000 0.4055
0.22009 1660974 0.0 0.9775 1.0000 0.4055 0.9775 0.9775 1.0000 0.4055
0.22019 1660762 0.0 0.9775 1.0000 0.4055 0.9775 0.9775 1.0000 0.4055
0.22029 1660550 0.0 0.9775 1.0000 0.4054 0.9775 0.9775 1.0000 0.4054
0.22039 1660338 0.0 0.9774 1.0000 0.4053 0.9774 0.9774 1.0000 0.4053
0.22049 1660126 0.0 0.9774 1.0000 0.4052 0.9774 0.9774 1.0000 0.4052
0.22059 1659914 0.0 0.9774 1.0000 0.4049 0.9774 0.9774 1.0000 0.4049
0.22069 1659702 0.0 0.9774 1.0000 0.4047 0.9774 0.9774 1.0000 0.4047
0.22079 1659489 0.0 0.9773 1.0000 0.4044 0.9773 0.9773 1.0000 0.4044
0.22089 1659278 0.0 0.9773 1.0000 0.4041 0.9773 0.9773 1.0000 0.4041
0.22099 1659066 0.0 0.9773 1.0000 0.4037 0.9773 0.9773 1.0000 0.4037
0.22109 1658854 0.0 0.9773 1.0000 0.4034 0.9773 0.9773 1.0000 0.4034
0.22119 1658642 0.0 0.9772 1.0000 0.4030 0.9772 0.9772 1.0000 0.4030
0.22129 1658430 0.0 0.9772 1.0000 0.4029 0.9772 0.9772 1.0000 0.4029
0.22139 1658218 0.0 0.9772 1.0000 0.4027 0.9772 0.9772 1.0000 0.4027
0.22149 1658006 0.0 0.9772 1.0000 0.4024 0.9772 0.9772 1.0000 0.4024
0.22159 1657794 0.0 0.9772 1.0000 0.4023 0.9772 0.9772 1.0000 0.4023
0.22169 1657582 0.0 0.9771 1.0000 0.4020 0.9771 0.9771 1.0000 0.4020
0.22178 1657370 0.0 0.9771 1.0000 0.4017 0.9771 0.9771 1.0000 0.4017
0.22188 1657158 0.0 0.9771 1.0000 0.4014 0.9771 0.9771 1.0000 0.4014
0.22198 1656946 0.0 0.9771 1.0000 0.4011 0.9771 0.9771 1.0000 0.4011
0.22208 1656734 0.0 0.9770 1.0000 0.4010 0.9770 0.9770 1.0000 0.4010
0.22218 1656522 0.0 0.9770 1.0000 0.4009 0.9770 0.9770 1.0000 0.4009
0.22228 1656310 0.0 0.9770 1.0000 0.4007 0.9770 0.9770 1.0000 0.4007
0.22238 1656098 0.0 0.9770 1.0000 0.4006 0.9770 0.9770 1.0000 0.4006
0.22248 1655886 0.0 0.9769 1.0000 0.4005 0.9769 0.9769 1.0000 0.4005
0.22258 1655674 0.0 0.9769 1.0000 0.4004 0.9769 0.9769 1.0000 0.4004
0.22268 1655462 0.0 0.9769 1.0000 0.4003 0.9769 0.9769 1.0000 0.4003
0.22278 1655250 0.0 0.9769 1.0000 0.4001 0.9769 0.9769 1.0000 0.4001
0.22288 1655038 0.0 0.9768 1.0000 0.4000 0.9768 0.9768 1.0000 0.4000
0.22298 1654826 0.0 0.9768 1.0000 0.3999 0.9768 0.9768 1.0000 0.3999
0.22308 1654614 0.0 0.9768 1.0000 0.3998 0.9768 0.9768 1.0000 0.3998
0.22318 1654402 0.0 0.9768 1.0000 0.3997 0.9768 0.9768 1.0000 0.3997
0.22328 1654190 0.0 0.9767 1.0000 0.3996 0.9767 0.9767 1.0000 0.3996
0.22338 1653977 0.0 0.9767 1.0000 0.3995 0.9767 0.9767 1.0000 0.3995
0.22348 1653765 0.0 0.9767 1.0000 0.3992 0.9767 0.9767 1.0000 0.3992
0.22358 1653554 0.0 0.9767 1.0000 0.3988 0.9767 0.9767 1.0000 0.3988
0.22368 1653342 0.0 0.9766 1.0000 0.3985 0.9766 0.9766 1.0000 0.3985
0.22378 1653130 0.0 0.9766 1.0000 0.3982 0.9766 0.9766 1.0000 0.3982
0.22388 1652918 0.0 0.9766 1.0000 0.3980 0.9766 0.9766 1.0000 0.3980
0.22397 1652706 0.0 0.9766 1.0000 0.3978 0.9766 0.9766 1.0000 0.3978
0.22407 1652494 0.0 0.9765 1.0000 0.3974 0.9765 0.9765 1.0000 0.3974
0.22417 1652282 0.0 0.9765 1.0000 0.3971 0.9765 0.9765 1.0000 0.3971
0.22427 1652070 0.0 0.9765 1.0000 0.3969 0.9765 0.9765 1.0000 0.3969
0.22437 1651858 0.0 0.9765 1.0000 0.3966 0.9765 0.9765 1.0000 0.3966
0.22447 1651646 0.0 0.9764 1.0000 0.3964 0.9764 0.9764 1.0000 0.3964
0.22457 1651434 0.0 0.9764 1.0000 0.3962 0.9764 0.9764 1.0000 0.3962
0.22467 1651222 0.0 0.9764 1.0000 0.3959 0.9764 0.9764 1.0000 0.3959
0.22477 1651010 0.0 0.9764 1.0000 0.3957 0.9764 0.9764 1.0000 0.3957
0.22487 1650798 0.0 0.9764 1.0000 0.3954 0.9764 0.9764 1.0000 0.3954
0.22497 1650586 0.0 0.9763 1.0000 0.3952 0.9763 0.9763 1.0000 0.3952
0.22507 1650374 0.0 0.9763 1.0000 0.3952 0.9763 0.9763 1.0000 0.3952
0.22517 1650162 0.0 0.9763 1.0000 0.3949 0.9763 0.9763 1.0000 0.3949
0.22527 1649950 0.0 0.9763 1.0000 0.3947 0.9763 0.9763 1.0000 0.3947
0.22537 1649738 0.0 0.9762 1.0000 0.3945 0.9762 0.9762 1.0000 0.3945
0.22547 1649526 0.0 0.9762 1.0000 0.3943 0.9762 0.9762 1.0000 0.3943
0.22557 1649314 0.0 0.9762 1.0000 0.3942 0.9762 0.9762 1.0000 0.3942
0.22567 1649102 0.0 0.9762 1.0000 0.3941 0.9762 0.9762 1.0000 0.3941
0.22577 1648890 0.0 0.9761 1.0000 0.3939 0.9761 0.9761 1.0000 0.3939
0.22587 1648678 0.0 0.9761 1.0000 0.3934 0.9761 0.9761 1.0000 0.3934
0.22597 1648466 0.0 0.9761 1.0000 0.3931 0.9761 0.9761 1.0000 0.3931
0.22607 1648253 0.0 0.9761 1.0000 0.3927 0.9761 0.9761 1.0000 0.3927
0.22616 1648042 0.0 0.9760 1.0000 0.3925 0.9760 0.9760 1.0000 0.3925
0.22626 1647830 0.0 0.9760 1.0000 0.3923 0.9760 0.9760 1.0000 0.3923
0.22636 1647618 0.0 0.9760 1.0000 0.3922 0.9760 0.9760 1.0000 0.3922
0.22646 1647406 0.0 0.9760 1.0000 0.3918 0.9760 0.9760 1.0000 0.3918
0.22656 1647194 0.0 0.9759 1.0000 0.3916 0.9759 0.9759 1.0000 0.3916
0.22666 1646982 0.0 0.9759 1.0000 0.3912 0.9759 0.9759 1.0000 0.3912
0.22676 1646770 0.0 0.9759 1.0000 0.3910 0.9759 0.9759 1.0000 0.3910
0.22686 1646558 0.0 0.9759 1.0000 0.3908 0.9759 0.9759 1.0000 0.3908
0.22696 1646346 0.0 0.9758 1.0000 0.3905 0.9758 0.9758 1.0000 0.3905
0.22706 1646134 0.0 0.9758 1.0000 0.3904 0.9758 0.9758 1.0000 0.3904
0.22716 1645922 0.0 0.9758 1.0000 0.3903 0.9758 0.9758 1.0000 0.3903
0.22726 1645710 0.0 0.9758 1.0000 0.3901 0.9758 0.9758 1.0000 0.3901
0.22736 1645498 0.0 0.9757 1.0000 0.3900 0.9757 0.9757 1.0000 0.3900
0.22746 1645286 0.0 0.9757 1.0000 0.3898 0.9757 0.9757 1.0000 0.3898
0.22756 1645074 0.0 0.9757 1.0000 0.3896 0.9757 0.9757 1.0000 0.3896
0.22766 1644862 0.0 0.9757 1.0000 0.3892 0.9757 0.9757 1.0000 0.3892
0.22776 1644650 0.0 0.9756 1.0000 0.3889 0.9756 0.9756 1.0000 0.3889
0.22786 1644438 0.0 0.9756 1.0000 0.3887 0.9756 0.9756 1.0000 0.3887
0.22796 1644226 0.0 0.9756 1.0000 0.3884 0.9756 0.9756 1.0000 0.3884
0.22806 1644014 0.0 0.9756 1.0000 0.3880 0.9756 0.9756 1.0000 0.3880
0.22816 1643802 0.0 0.9756 1.0000 0.3877 0.9756 0.9756 1.0000 0.3877
0.22825 1643590 0.0 0.9755 1.0000 0.3876 0.9755 0.9755 1.0000 0.3876
0.22835 1643378 0.0 0.9755 1.0000 0.3873 0.9755 0.9755 1.0000 0.3873
0.22845 1643166 0.0 0.9755 1.0000 0.3872 0.9755 0.9755 1.0000 0.3872
0.22855 1642954 0.0 0.9755 1.0000 0.3869 0.9755 0.9755 1.0000 0.3869
0.22865 1642741 0.0 0.9754 1.0000 0.3866 0.9754 0.9754 1.0000 0.3866
0.22875 1642529 0.0 0.9754 1.0000 0.3863 0.9754 0.9754 1.0000 0.3863
0.22885 1642318 0.0 0.9754 1.0000 0.3859 0.9754 0.9754 1.0000 0.3859
0.22895 1642106 0.0 0.9754 1.0000 0.3857 0.9754 0.9754 1.0000 0.3857
0.22905 1641894 0.0 0.9753 1.0000 0.3856 0.9753 0.9753 1.0000 0.3856
0.22915 1641682 0.0 0.9753 1.0000 0.3855 0.9753 0.9753 1.0000 0.3855
0.22925 1641470 0.0 0.9753 1.0000 0.3854 0.9753 0.9753 1.0000 0.3854
0.22935 1641258 0.0 0.9753 1.0000 0.3853 0.9753 0.9753 1.0000 0.3853
0.22945 1641046 0.0 0.9752 1.0000 0.3852 0.9752 0.9752 1.0000 0.3852
0.22955 1640834 0.0 0.9752 1.0000 0.3851 0.9752 0.9752 1.0000 0.3851
0.22965 1640622 0.0 0.9752 1.0000 0.3851 0.9752 0.9752 1.0000 0.3851
0.22975 1640410 0.0 0.9752 1.0000 0.3851 0.9752 0.9752 1.0000 0.3851
0.22985 1640198 0.0 0.9751 1.0000 0.3851 0.9751 0.9751 1.0000 0.3851
0.22995 1639986 0.0 0.9751 1.0000 0.3851 0.9751 0.9751 1.0000 0.3851
0.23005 1639774 0.0 0.9751 1.0000 0.3851 0.9751 0.9751 1.0000 0.3851
0.23015 1639562 0.0 0.9751 1.0000 0.3850 0.9751 0.9751 1.0000 0.3850
0.23025 1639350 0.0 0.9750 1.0000 0.3850 0.9750 0.9750 1.0000 0.3850
0.23035 1639138 0.0 0.9750 1.0000 0.3850 0.9750 0.9750 1.0000 0.3850
0.23044 1638926 0.0 0.9750 1.0000 0.3850 0.9750 0.9750 1.0000 0.3850
0.23054 1638714 0.0 0.9749 1.0000 0.3850 0.9749 0.9749 1.0000 0.3850
0.23064 1638502 0.0 0.9749 1.0000 0.3850 0.9749 0.9749 1.0000 0.3850
0.23074 1638290 0.0 0.9749 1.0000 0.3850 0.9749 0.9749 1.0000 0.3850
0.23084 1638078 0.0 0.9749 1.0000 0.3850 0.9749 0.9749 1.0000 0.3850
0.23094 1637866 0.0 0.9748 1.0000 0.3850 0.9748 0.9748 1.0000 0.3850
0.23104 1637654 0.0 0.9748 1.0000 0.3850 0.9748 0.9748 1.0000 0.3850
0.23114 1637442 0.0 0.9748 1.0000 0.3850 0.9748 0.9748 1.0000 0.3850
0.23124 1637230 0.0 0.9748 1.0000 0.3850 0.9748 0.9748 1.0000 0.3850
0.23134 1637017 0.0 0.9747 1.0000 0.3850 0.9747 0.9747 1.0000 0.3850
0.23144 1636806 0.0 0.9747 1.0000 0.3850 0.9747 0.9747 1.0000 0.3850
0.23154 1636594 0.0 0.9747 1.0000 0.3850 0.9747 0.9747 1.0000 0.3850
0.23164 1636382 0.0 0.9747 1.0000 0.3850 0.9747 0.9747 1.0000 0.3850
0.23174 1636170 0.0 0.9746 1.0000 0.3850 0.9746 0.9746 1.0000 0.3850
0.23184 1635958 0.0 0.9746 1.0000 0.3850 0.9746 0.9746 1.0000 0.3850
0.23194 1635746 0.0 0.9746 1.0000 0.3850 0.9746 0.9746 1.0000 0.3850
0.23204 1635534 0.0 0.9745 1.0000 0.3850 0.9745 0.9745 1.0000 0.3850
0.23214 1635322 0.0 0.9745 1.0000 0.3850 0.9745 0.9745 1.0000 0.3850
0.23224 1635110 0.0 0.9745 1.0000 0.3850 0.9745 0.9745 1.0000 0.3850
0.23234 1634898 0.0 0.9745 1.0000 0.3850 0.9745 0.9745 1.0000 0.3850
0.23244 1634686 0.0 0.9744 1.0000 0.3850 0.9744 0.9744 1.0000 0.3850
0.23254 1634474 0.0 0.9744 1.0000 0.3850 0.9744 0.9744 1.0000 0.3850
0.23263 1634262 0.0 0.9744 1.0000 0.3850 0.9744 0.9744 1.0000 0.3850
0.23273 1634050 0.0 0.9744 1.0000 0.3850 0.9744 0.9744 1.0000 0.3850
0.23283 1633838 0.0 0.9743 1.0000 0.3850 0.9743 0.9743 1.0000 0.3850
0.23293 1633626 0.0 0.9743 1.0000 0.3850 0.9743 0.9743 1.0000 0.3850
0.23303 1633414 0.0 0.9743 1.0000 0.3850 0.9743 0.9743 1.0000 0.3850
0.23313 1633202 0.0 0.9743 1.0000 0.3850 0.9743 0.9743 1.0000 0.3850
0.23323 1632990 0.0 0.9742 1.0000 0.3850 0.9742 0.9742 1.0000 0.3850
0.23333 1632778 0.0 0.9742 1.0000 0.3850 0.9742 0.9742 1.0000 0.3850
0.23343 1632566 0.0 0.9742 1.0000 0.3850 0.9742 0.9742 1.0000 0.3850
0.23353 1632354 0.0 0.9741 1.0000 0.3850 0.9741 0.9741 1.0000 0.3850
0.23363 1632142 0.0 0.9741 1.0000 0.3850 0.9741 0.9741 1.0000 0.3850
0.23373 1631930 0.0 0.9741 1.0000 0.3850 0.9741 0.9741 1.0000 0.3850
0.23383 1631718 0.0 0.9741 1.0000 0.3850 0.9741 0.9741 1.0000 0.3850
0.23393 1631505 0.0 0.9740 1.0000 0.3849 0.9740 0.9740 1.0000 0.3849
0.23403 1631293 0.0 0.9740 1.0000 0.3848 0.9740 0.9740 1.0000 0.3848
0.23413 1631082 0.0 0.9740 1.0000 0.3845 0.9740 0.9740 1.0000 0.3845
0.23423 1630870 0.0 0.9740 1.0000 0.3842 0.9740 0.9740 1.0000 0.3842
0.23433 1630658 0.0 0.9739 1.0000 0.3840 0.9739 0.9739 1.0000 0.3840
0.23443 1630446 0.0 0.9739 1.0000 0.3838 0.9739 0.9739 1.0000 0.3838
0.23453 1630234 0.0 0.9739 1.0000 0.3836 0.9739 0.9739 1.0000 0.3836
0.23463 1630022 0.0 0.9739 1.0000 0.3834 0.9739 0.9739 1.0000 0.3834
0.23473 1629810 0.0 0.9738 1.0000 0.3831 0.9738 0.9738 1.0000 0.3831
0.23482 1629598 0.0 0.9738 1.0000 0.3829 0.9738 0.9738 1.0000 0.3829
0.23492 1629386 0.0 0.9738 1.0000 0.3826 0.9738 0.9738 1.0000 0.3826
0.23502 1629174 0.0 0.9738 1.0000 0.3823 0.9738 0.9738 1.0000 0.3823
0.23512 1628962 0.0 0.9737 1.0000 0.3820 0.9737 0.9737 1.0000 0.3820
0.23522 1628750 0.0 0.9737 1.0000 0.3818 0.9737 0.9737 1.0000 0.3818
0.23532 1628538 0.0 0.9737 1.0000 0.3816 0.9737 0.9737 1.0000 0.3816
0.23542 1628326 0.0 0.9737 1.0000 0.3812 0.9737 0.9737 1.0000 0.3812
0.23552 1628114 0.0 0.9736 1.0000 0.3809 0.9736 0.9736 1.0000 0.3809
0.23562 1627902 0.0 0.9736 1.0000 0.3806 0.9736 0.9736 1.0000 0.3806
0.23572 1627690 0.0 0.9736 1.0000 0.3802 0.9736 0.9736 1.0000 0.3802
0.23582 1627478 0.0 0.9736 1.0000 0.3799 0.9736 0.9736 1.0000 0.3799
0.23592 1627266 0.0 0.9735 1.0000 0.3796 0.9735 0.9735 1.0000 0.3796
0.23602 1627054 0.0 0.9735 1.0000 0.3795 0.9735 0.9735 1.0000 0.3795
0.23612 1626842 0.0 0.9735 1.0000 0.3793 0.9735 0.9735 1.0000 0.3793
0.23622 1626630 0.0 0.9735 1.0000 0.3791 0.9735 0.9735 1.0000 0.3791
0.23632 1626418 0.0 0.9734 1.0000 0.3790 0.9734 0.9734 1.0000 0.3790
0.23642 1626206 0.0 0.9734 1.0000 0.3787 0.9734 0.9734 1.0000 0.3787
0.23652 1625994 0.0 0.9734 1.0000 0.3786 0.9734 0.9734 1.0000 0.3786
0.23662 1625781 0.0 0.9734 1.0000 0.3785 0.9734 0.9734 1.0000 0.3785
0.23672 1625570 0.0 0.9733 1.0000 0.3784 0.9733 0.9733 1.0000 0.3784
0.23682 1625358 0.0 0.9733 1.0000 0.3783 0.9733 0.9733 1.0000 0.3783
0.23692 1625146 0.0 0.9733 1.0000 0.3782 0.9733 0.9733 1.0000 0.3782
0.23701 1624934 0.0 0.9733 1.0000 0.3781 0.9733 0.9733 1.0000 0.3781
0.23711 1624722 0.0 0.9732 1.0000 0.3780 0.9732 0.9732 1.0000 0.3780
0.23721 1624510 0.0 0.9732 1.0000 0.3779 0.9732 0.9732 1.0000 0.3779
0.23731 1624298 0.0 0.9732 1.0000 0.3778 0.9732 0.9732 1.0000 0.3778
0.23741 1624086 0.0 0.9731 1.0000 0.3778 0.9731 0.9731 1.0000 0.3778
0.23751 1623874 0.0 0.9731 1.0000 0.3776 0.9731 0.9731 1.0000 0.3776
0.23761 1623662 0.0 0.9731 1.0000 0.3774 0.9731 0.9731 1.0000 0.3774
0.23771 1623450 0.0 0.9731 1.0000 0.3771 0.9731 0.9731 1.0000 0.3771
0.23781 1623238 0.0 0.9730 1.0000 0.3770 0.9730 0.9730 1.0000 0.3770
0.23791 1623026 0.0 0.9730 1.0000 0.3768 0.9730 0.9730 1.0000 0.3768
0.23801 1622814 0.0 0.9730 1.0000 0.3768 0.9730 0.9730 1.0000 0.3768
0.23811 1622602 0.0 0.9730 1.0000 0.3767 0.9730 0.9730 1.0000 0.3767
0.23821 1622390 0.0 0.9729 1.0000 0.3766 0.9729 0.9729 1.0000 0.3766
0.23831 1622178 0.0 0.9729 1.0000 0.3765 0.9729 0.9729 1.0000 0.3765
0.23841 1621966 0.0 0.9729 1.0000 0.3764 0.9729 0.9729 1.0000 0.3764
0.23851 1621754 0.0 0.9729 1.0000 0.3762 0.9729 0.9729 1.0000 0.3762
0.23861 1621542 0.0 0.9728 1.0000 0.3759 0.9728 0.9728 1.0000 0.3759
0.23871 1621330 0.0 0.9728 1.0000 0.3758 0.9728 0.9728 1.0000 0.3758
0.23881 1621118 0.0 0.9728 1.0000 0.3755 0.9728 0.9728 1.0000 0.3755
0.23891 1620906 0.0 0.9728 1.0000 0.3752 0.9728 0.9728 1.0000 0.3752
0.23901 1620694 0.0 0.9727 1.0000 0.3751 0.9727 0.9727 1.0000 0.3751
0.23911 1620482 0.0 0.9727 1.0000 0.3750 0.9727 0.9727 1.0000 0.3750
0.23920 1620269 0.0 0.9727 1.0000 0.3748 0.9727 0.9727 1.0000 0.3748
0.23930 1620057 0.0 0.9727 1.0000 0.3745 0.9727 0.9727 1.0000 0.3745
0.23940 1619846 0.0 0.9726 1.0000 0.3743 0.9726 0.9726 1.0000 0.3743
0.23950 1619634 0.0 0.9726 1.0000 0.3740 0.9726 0.9726 1.0000 0.3740
0.23960 1619422 0.0 0.9726 1.0000 0.3738 0.9726 0.9726 1.0000 0.3738
0.23970 1619210 0.0 0.9726 1.0000 0.3736 0.9726 0.9726 1.0000 0.3736
0.23980 1618998 0.0 0.9725 1.0000 0.3733 0.9725 0.9725 1.0000 0.3733
0.23990 1618786 0.0 0.9725 1.0000 0.3731 0.9725 0.9725 1.0000 0.3731
0.24000 1618574 0.0 0.9725 1.0000 0.3729 0.9725 0.9725 1.0000 0.3729
0.24010 1618362 0.0 0.9724 1.0000 0.3726 0.9724 0.9724 1.0000 0.3726
0.24020 1618150 0.0 0.9724 1.0000 0.3725 0.9724 0.9724 1.0000 0.3725
