species,patch_id,pu_id,patch_area_km2
Allocebus trichotis,1,1,29.7379084643435
Allocebus trichotis,2,2,2.87885793996942
Allocebus trichotis,3,2,17.5407431045376
Allocebus trichotis,9,3,20.5936994434203
Avahi occidentalis,1,1,0.274301122583389
Avahi occidentalis,2,1,4.20557955168939
Avahi occidentalis,3,1,0.6399434845016
Avahi occidentalis,4,1,0.45708591381228
Avahi occidentalis,5,1,5.85033975470436
Avahi occidentalis,6,1,24.6792146248902
Avahi occidentalis,7,1,1.0054375043211
Avahi occidentalis,8,1,2.83342021114933
Avahi occidentalis,9,1,1.00536820483017
Avahi occidentalis,10,1,2.37624750380075
Avahi occidentalis,11,1,0.274192454328179
Avahi occidentalis,12,1,1.5536069370805
Avahi occidentalis,13,1,0.548346514569998
Avahi occidentalis,14,1,0.548322966099382
Avahi occidentalis,15,1,8.31651482316256
Avahi occidentalis,16,1,1.27936982512558
Avahi occidentalis,17,1,2.10170416140425
Avahi occidentalis,18,1,16.5402429724617
Avahi occidentalis,19,1,8.49783825707936
Avahi occidentalis,20,1,0.274089461484194
Avahi occidentalis,21,1,10.9639024804161
Avahi occidentalis,22,1,4.56775692645169
Avahi occidentalis,23,1,0.456749789226651
Avahi occidentalis,24,2,27.8509599131645
Avahi occidentalis,25,3,0.547944469634652
Avahi occidentalis,26,3,1.36983741289043
Avahi occidentalis,27,3,0.365240409358501
Avahi occidentalis,28,3,1.46089898014283
Avahi occidentalis,29,3,0.456539862202287
Avahi occidentalis,30,3,9.58501537837612
Avahi occidentalis,31,3,0.73026370028019
Avahi occidentalis,32,3,62.5364411378372
Avahi occidentalis,33,3,0.547674823724389
Avahi occidentalis,34,3,1.64285957804191
Avahi occidentalis,35,3,0.912692769446373
Avahi occidentalis,36,3,0.638874861070156
Avahi occidentalis,37,3,0.82137056838429
Avahi occidentalis,38,3,0.456318663737774
Avahi occidentalis,39,3,1.64265917571056
Avahi occidentalis,40,3,375.019268117844
Avahi occidentalis,41,3,1.00381328089976
Avahi occidentalis,42,3,5.20121614738763
Avahi occidentalis,43,3,0.273747289632559
Avahi occidentalis,44,3,0.273718223156929
Avahi occidentalis,45,3,0.273718223156929
Avahi occidentalis,46,3,3.10200660615814
Avahi occidentalis,47,3,0.54740482066071
Avahi occidentalis,48,3,6.9335948285774
Avahi occidentalis,49,3,1.00355040230119
Avahi occidentalis,51,3,2.28078485345423
Avahi occidentalis,52,3,1.18593847780931
Avahi occidentalis,54,3,0.273678987752795
Avahi occidentalis,55,3,0.273672653065681
Avahi occidentalis,56,3,0.364890112029433
Avahi occidentalis,57,3,0.456116442121863
Avahi occidentalis,58,3,0.273670118727922
Avahi occidentalis,59,3,1.36834932615531
Avahi occidentalis,60,3,3.64861834954989
Avahi occidentalis,61,3,0.54731995727849
Avahi occidentalis,62,3,1.73312533762193
Avahi occidentalis,63,3,0.27364983392179
Avahi occidentalis,64,3,0.820931742246151
Avahi peyrierasi,1,1,16.1398011987152
Avahi peyrierasi,4,2,31.3717594256851
Brachytarsomys albicauda,4,1,29.0069159967293
Brachytarsomys albicauda,9,1,0.646613986480057
Brachytarsomys albicauda,11,3,16.7109386026331
Brachytarsomys albicauda,16,4,22.2456499345838
Brachytarsomys albicauda,18,5,21.0323881548508
Brachytarsomys albicauda,21,6,20.4518112567714
Brachytarsomys albicauda,23,7,40.2587459644453
Brachytarsomys albicauda,24,8,30.1057095869771
Brachytarsomys albicauda,25,9,7.08460060399641
Brachytarsomys albicauda,30,11,16.6384411929577
Brachytarsomys albicauda,34,10,26.1977896327092
Brachytarsomys albicauda,35,11,2.11405323719215
Brachytarsomys albicauda,41,13,2.84638377183038
Brachytarsomys albicauda,45,51,2.47896414719081
Brachytarsomys albicauda,47,51,6.42690121785689
Brachytarsomys albicauda,55,13,2.20345237016392
Brachytarsomys albicauda,57,14,31.6555057569177
Brachytarsomys albicauda,58,15,90.0402911053434
Brachytarsomys albicauda,60,16,25.7528153259714
Brachytarsomys albicauda,61,15,181.848886800249
Brachytarsomys albicauda,62,16,0.0916520090399981
Brachytarsomys albicauda,63,17,12.0800389464626
Brachytarsomys albicauda,69,19,0.273700512260675
Brachytarsomys albicauda,70,19,106.632360847205
Brachytarsomys albicauda,71,19,0.0912313945592642
Brachytarsomys albicauda,72,19,0.0912301285476685
Brachytarsomys albicauda,73,19,0.182457724651814
Brachytarsomys albicauda,74,19,0.0912250623977184
Brachytarsomys albicauda,75,19,0.0912174568582773
Brachytarsomys albicauda,76,19,0.0912009521970749
Brachytarsomys albicauda,77,20,2.09728095130372
Brachytarsomys albicauda,78,20,14.22359557733
Brachytarsomys albicauda,95,20,0.547009569559455
Brachytarsomys albicauda,96,20,0.182333119309187
Brachytarsomys albicauda,97,20,0.0911665596545935
Brachytarsomys albicauda,99,22,28.6147550266778
Brachytarsomys albicauda,100,19,0.182230651700974
Brachytarsomys albicauda,101,19,111.560693412783
Brachytarsomys albicauda,102,19,0.0910934495937824
Brachytarsomys albicauda,103,19,0.0910921608629227
Brachytarsomys albicauda,104,19,18.3077739539492
Brachytarsomys albicauda,105,23,58.4835477685089
Brachytarsomys albicauda,110,24,10.4559824784992
Brachytarsomys albicauda,123,25,12.9691646558205
Brachytarsomys albicauda,131,26,16.938559355233
Brachytarsomys albicauda,139,27,6.0673686221472
Brachytarsomys albicauda,140,27,9.77879118232751
Brachytarsomys albicauda,142,28,9.59878054194175
Brachytarsomys albicauda,146,29,29.3962875975902
Brachytarsomys albicauda,147,30,120.46829350395
Brachytarsomys albicauda,148,31,29.9181439908732
Brachytarsomys albicauda,150,32,9.36089460850144
Brachytarsomys albicauda,158,33,73.1821801039589
Brachytarsomys albicauda,159,32,6.74853905072415
Brachytarsomys albicauda,160,33,0.359941135222435
Brachytarsomys albicauda,161,33,0.179970567715168
Brachytarsomys albicauda,163,33,0.449907468374133
Brachytarsomys albicauda,164,33,0.26994127320981
Brachytarsomys albicauda,165,33,3.05917884805703
Brachytarsomys albicauda,166,33,6.02824254382706
Brachytarsomys albicauda,167,33,0.0899765352159739
Brachytarsomys albicauda,168,34,5.39755232436275
Brachytarsomys albicauda,169,33,0.0899750763800144
Brachytarsomys albicauda,171,33,14.753579050151
Brachytarsomys albicauda,174,33,0.0899663189949989
Brachytarsomys albicauda,175,33,1.43937784745717
Brachytarsomys albicauda,177,33,0.17992241406703
Brachytarsomys albicauda,178,33,0.179919492024302
Brachytarsomys albicauda,179,33,0.0899590154495239
Brachytarsomys albicauda,181,33,0.359827293381214
Brachytarsomys albicauda,182,33,0.269869739264965
Brachytarsomys albicauda,183,33,0.719631197932243
Brachytarsomys albicauda,184,33,0.179910723398924
Brachytarsomys albicauda,185,33,0.359818523089886
Brachytarsomys albicauda,186,33,0.359811213092566
Brachytarsomys albicauda,187,33,0.179907799690962
Brachytarsomys albicauda,188,33,3.9576527496264
Brachytarsomys albicauda,189,33,0.089953168866396
Brachytarsomys albicauda,190,33,0.0899517067008019
Brachytarsomys albicauda,191,33,0.359793663976908
Brachytarsomys albicauda,192,33,1.61903125522661
Brachytarsomys albicauda,193,33,0.0899502443261147
Brachytarsomys albicauda,194,33,0.0899487817437649
Brachytarsomys albicauda,195,33,0.17989756348753
Brachytarsomys albicauda,196,33,0.0899487817437649
