species,patch_id,pu_id,patch_area_km2
Avahi occidentalis,1,1,0.274301122583389
Avahi occidentalis,2,1,4.20557955168939
Avahi occidentalis,3,1,0.6399434845016
Avahi occidentalis,4,1,0.45708591381228
Avahi occidentalis,5,1,5.85033975470436
Avahi occidentalis,6,1,24.6792146248902
Avahi occidentalis,7,1,1.0054375043211
Avahi occidentalis,8,1,2.83342021114933
Avahi occidentalis,9,1,1.00536820483017
Avahi occidentalis,10,1,2.37624750380075
Avahi occidentalis,11,1,0.274192454328179
Avahi occidentalis,12,1,1.5536069370805
Avahi occidentalis,13,1,0.548346514569998
Avahi occidentalis,14,1,0.548322966099382
Avahi occidentalis,15,1,8.31651482316256
Avahi occidentalis,16,1,1.27936982512558
Avahi occidentalis,17,1,2.10170416140425
Avahi occidentalis,18,1,16.5402429724617
Avahi occidentalis,19,1,8.49783825707936
Avahi occidentalis,20,1,0.274089461484194
Avahi occidentalis,21,1,10.9639024804161
Avahi occidentalis,22,1,4.56775692645169
Avahi occidentalis,23,1,0.456749789226651
Avahi occidentalis,24,2,27.8509599131645
Avahi occidentalis,25,3,0.547944469634652
Avahi occidentalis,26,3,1.36983741289043
Avahi occidentalis,27,3,0.365240409358501
Avahi occidentalis,28,3,1.46089898014283
Avahi occidentalis,29,3,0.456539862202287
Avahi occidentalis,30,3,9.58501537837612
Avahi occidentalis,31,3,0.73026370028019
Avahi occidentalis,32,3,62.5364411378372
Avahi occidentalis,33,3,0.547674823724389
Avahi occidentalis,34,3,1.64285957804191
Avahi occidentalis,35,3,0.912692769446373
Avahi occidentalis,36,3,0.638874861070156
Avahi occidentalis,37,3,0.82137056838429
Avahi occidentalis,38,3,0.456318663737774
Avahi occidentalis,39,3,1.64265917571056
Avahi occidentalis,40,3,375.019268117844
Avahi occidentalis,41,3,1.00381328089976
Avahi occidentalis,42,3,5.20121614738763
Avahi occidentalis,43,3,0.273747289632559
Avahi occidentalis,44,3,0.273718223156929
Avahi occidentalis,45,3,0.273718223156929
Avahi occidentalis,46,3,3.10200660615814
Avahi occidentalis,47,3,0.54740482066071
Avahi occidentalis,48,3,6.9335948285774
Avahi occidentalis,49,3,1.00355040230119
Avahi occidentalis,51,3,2.28078485345423
Avahi occidentalis,52,3,1.18593847780931
Avahi occidentalis,54,3,0.273678987752795
Avahi occidentalis,55,3,0.273672653065681
Avahi occidentalis,56,3,0.364890112029433
Avahi occidentalis,57,3,0.456116442121863
Avahi occidentalis,58,3,0.273670118727922
Avahi occidentalis,59,3,1.36834932615531
Avahi occidentalis,60,3,3.64861834954989
Avahi occidentalis,61,3,0.54731995727849
Avahi occidentalis,62,3,1.73312533762193
Avahi occidentalis,63,3,0.27364983392179
Avahi occidentalis,64,3,0.820931742246151
Avahi peyrierasi,1,1,16.1398011987152
Avahi peyrierasi,4,2,31.3717594256851
Brachyuromys ramirohitra,1,1,29.874883168016
Brachyuromys ramirohitra,2,2,31.1097970257719
Brachyuromys ramirohitra,3,2,29.6010280214969
Bradypterus seebohmi,1,1,29.6296191803173
Bradypterus seebohmi,2,1,30.9497681570648
Bradypterus seebohmi,3,1,9.04229392746949
Bradypterus seebohmi,4,1,0.62064821295929
Bradypterus seebohmi,5,1,0.265972006814122
Bradypterus seebohmi,6,1,0.709200345668078
Bradypterus seebohmi,7,1,0.177290677110672
Bradypterus seebohmi,8,1,0.177275942426443
Bradypterus seebohmi,9,1,0.177274304782391
Coua ruficeps,1,1,16.3740665150728
Coua ruficeps,2,1,19.2038282114016
Coua ruficeps,3,1,1.91988596975875
Coua ruficeps,4,1,4.2053427026192
Coua ruficeps,5,1,2.19383277368402
Coua ruficeps,7,1,37.7410851750171
Coua ruficeps,8,1,22.2892814174185
Coua ruficeps,15,1,36.160372652361
Coua ruficeps,16,1,27.8442933033095
Coua ruficeps,17,1,21.9966508282123
Coua ruficeps,18,1,479.229996768173
Coua ruficeps,19,1,2.00722734047782
Coua ruficeps,20,1,9.48887854600905
Coua ruficeps,21,3,35.4924869900704
Coua ruficeps,22,3,1.79238486695898
Coua ruficeps,23,3,17.1081231937802
Coua ruficeps,24,3,2.32886922907722
Coua ruficeps,25,3,3.3134309653126
Coua ruficeps,26,3,57.9536162531294
Coua ruficeps,27,3,2.32767118465054
Coua ruficeps,28,3,2.05895008530676
Coua ruficeps,29,3,3.75955498126924
Coua ruficeps,30,3,89.7882265230072
Coua ruficeps,31,3,2.50550766269684
Coua ruficeps,32,3,216.889884187565
Coua ruficeps,33,3,1.78860352420652
Coua ruficeps,34,3,69.5197727681215
Eliurus antsingy,14,5,3.59435797385836
Eliurus antsingy,15,5,4.58233058484316
Eliurus grandidieri,1,1,0.369097689209938
Eliurus grandidieri,2,1,16.2380797407139
Eliurus grandidieri,5,1,26.6587824925881
Eliurus grandidieri,6,2,30.0991205968232
Eliurus grandidieri,7,3,28.9945355610176
Eliurus grandidieri,8,4,30.0587182645782
Eliurus grandidieri,13,6,28.1094555150568
Eliurus grandidieri,18,7,29.1983259148607
Eliurus grandidieri,19,8,31.5815648439707
Eliurus grandidieri,20,9,29.8980611397107
Eliurus grandidieri,21,10,61.2124982058673
Eliurus grandidieri,23,12,29.7723925005927
Eliurus grandidieri,33,15,52.0931107730174
Eliurus grandidieri,36,17,2.87885793996942
Eliurus grandidieri,40,17,17.5407431045376
Eliurus grandidieri,41,16,33.0953660842019
Eliurus grandidieri,48,20,86.4429060506233
Eliurus grandidieri,49,21,31.3717594256851
Eliurus grandidieri,50,22,29.2933770460047
Eliurus grandidieri,51,23,27.2103975337671
Eliurus grandidieri,52,24,23.3869369832728
Eliurus grandidieri,53,24,0.0882398636196852
Eliurus grandidieri,54,25,29.4458484051926
Eliurus grandidieri,55,25,31.2860684973484
Eliurus grandidieri,56,26,30.8233521124446
Eliurus grandidieri,57,27,81.7525025867106
Eliurus grandidieri,58,27,0.261616410897017
Eliurus grandidieri,59,27,0.261598331809521
